Text,Sentiment
So far so good regarding our APO #earnings strategy. Far too soon to call it a win though.  ,positive
AA this is why I went all in..,positive
"Does AA hold the key for the SPX?  When AA is up on earnings, SPX up +1.90% a mo. later.  ",positive
"My call for the week AA, WFC, APO, MON",positive
AA i don't like the SPIN on operational cash flow,negative
APO Q1 2013 operational cash flow 210 million. a 90million decline vs. 2012 Q1.  30% decline,negative
"ed Weekly Triangle on AMS,....Net Profit  26,135.00 (38.40%)  ",negative
CM AVG THO AMWD  coiling for breakouts to new highs. Set buy stops slightly above the most recent highs.,positive
"user jemberlin that is my number too, will be a good swing, but personally I hate AMD,",negative
SPY SPX ES  Green Hedges Stars model: next stop 1410.56 SPX 1387.92 if lower.,negative
SWHC looks like ban on large capacity magazines and more hurdles to purchase are on the table for the politicians.  Was on the Evening News,positive
aa Q4 Operational CF declined 209m vs. Q4'11. 18% DECINE. P Spin says it was higher than Q3 2012. note Q3 '12 was 263m less than Q3'11,negative
HT closed > 200 sma (barely) for 3rd time since Oct- eps out of the way- watch for volume > 55  ,positive
user PWE and the crazy HAO is in Green Weekly Triangle are you in short or long,negative
WT had a huge 39 seller today... check out the daily... hold over 40-42 loooks good for a swing,positive
AJ Over 18.00 on good volume   ,positive
CYBX broke out to all time highs accompained by a strong volume suggesting higher levels.  ,positive
ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal  ,positive
Still trading within an uptrend channel. Short-term uptrend still intact. I'm still bullish on NVDA  ,positive
VVS Vivus CEO eportedly Says Acquisition is 'Inevitable' talking to Deal eporter at the J.P. Morgan  ,positive
user: C     what is a runner     ,positive
"V is now one of my longest growth stock holdings, ever (19 months and counting)...",positive
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s  ,negative
tol doji yesterday could mean another lower high. Wait for  close into cloud before going short   ,negative
"AMWD setting up very nicely above 29.33.  In the very strong building and construction product group, along with APOG.",positive
"TAB I like this one, down for no real reason, new contracts picking up slack, 2013 is about 'small cell' tech, & Software-As-A-Service!!!",positive
FS - buy signal just triggered for us,positive
ANF on the radar for a move above 48.70-49,positive
DGI FTD.  Pivot range 26.98 to 28.33.,positive
HPQ Option traders buy 10k Aug 13P at .78. 780k bet stock will be below 13 by Aug expiration. Could be a stock hedge,negative
"FAF new highs, still holding. Needs volume here.",positive
NS Perfect day for a reversal candle on the dailies.,negative
VOC actually triggerd yesterday but closed back at line - today itstrying again - vol 16%   ,positive
added APP,positive
"WFM - added small  89, prefer the 90-91 level to lay short out",negative
MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,positive
CMG - 5m descending triangle. 9% avg volume.  ,negative
user: DDD broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught STDY,positive
DGI still moving,positive
SSYS maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,negative
SSYS operational cash flow declined 42% ttm vs. ttm,negative
"Covering 1/2 WAC short 47.15, looking lower but got to book some...",negative
"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",negative
FS 4 hour - nice bounce ichard.   ,positive
"GNC - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",positive
"user I hate to be under 3, as average I end screw up, no good for me NN",negative
DA nice run from entry; moving stop up to breakeven  ,positive
"ed Weekly Triangle on CTIC,....Net Profit  675.00 (3.88%),...gly waiting more than 3 months  ",negative
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid  ,negative
APO Strong push off support (w/volume),positive
from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave  ,positive
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",negative
"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",negative
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%   ,positive
ANA getting the breakout yest and holding up today. Presenting at JPM conf today at 6:30est  ,positive
"trade idea buy ESC  25.95, target 35.50, cut below 21.40   ",positive
"SWKS decision coming there soon...expecting a break...up...looking at SI, MACD & TIX  ",positive
Just a small dose of reality on CTIC :  ,negative
"VS option trader closes out Feb 50C selling 12k against 22k OI. Opens position in Feb 55C selling 23k on hard bid vs. OI of 2,700",negative
Six years ago apple introduced the iPhone to the world. Do you remember where you were? aapl #sixyearsold,positive
EW Went long on EW at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation  ,positive
EBAY basing  ,positive
Short YHOO,negative
CHK thanks JPM upgraded   ,positive
dec 6 BB&T CM initiated SSYS with a buy  68. wonder if they still have it a buy up 28% in 30 days?,negative
user: SSYS  EACHED SI 80%  Crash is near,negative
SSQ pulling back as suspected. uckily sold near 11.20 res (tweeted). Watching 10.80 to get bck in  ,positive
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",positive
AAP P&F is bullish again...   ,positive
"AAP IF support broken then I won't hesitate to sell as lots of downside. For now, : favors longs  ",positive
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,negative
"Green Weekly Triangle on DEPO,....Scaling at 6.40  ",negative
"Intel a tobacco stock?...interesting read and analogy...up to Intel I guess, but the dividend is tasty  intc",positive
"Green Weekly Triangle on FNFG,....Scaling at 8.22  ",negative
"FAF - ong  16.92. Trailing Stop  22.31 from 8 prior Stops of 22.04, 16.92, 16.40 ... 15.17 and 15.10 -  ",positive
"SWY - inside day - held 50 sma, rsi holding above 40 , looks like counter-trend move",positive
"Despite weakness in AAP, SPY didn't fill 2day's gap - reversed a mere 0.13 away.  Every stock out there outperforming AAP these days",positive
IPX  Over 22.15  ,positive
MY   Over 28.25 or 28.50  ,positive
XXIA Over 18.00  ,positive
user SHOT YHOO TO 0!!!!!,negative
"WPI - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",negative
MON - and monthly - game on...  ,positive
"HA EPS estimates being slashed as squeezed stock crash lands, looking for low 5's  ",negative
"TSO Was long now crack spreads say low 30's = Short, VO good short too!  ",negative
"AAP No pain and no gain, will stay above 500 (mostly) but not higher than 580 and go as low as 470  ",negative
GEOY Should be trading at: 41.09 as each share worth 1.425 shares of DGI (28.84) x 1.425 = 41.09:  ,positive
China is FIX ing itself STDY,positive
CHK Good Info user: user S&P over 1470 and this thing rips IMO,positive
"with a name like SkyPeople Fruit Juice, SP is going to be the next AAP. just wait and see.",positive
"WH consolidating at the highs, with gap support immediately under the price. -  from  ",positive
 MT BEAV --- all setting up for possible higher prices,positive
MGM Caught in a ange user   ,negative
New post - I could have Peter ynch'd this stock  MD,positive
FSC goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on Jan. 31st with 10.60% yield,positive
user 3DTradingtrader I do have 3.1Mio to expend and race up any offer for DEPO,negative
VOXX a user stock. Kudos to you my friend!,positive
"MCP Performing as expected, so many red flag raised on that one over last few months, so many here could say I told you so...",negative
"SWY - *WSJ: Cerberus, Supervalu Strike Deal - Sources - may put a bid under SWY",positive
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",negative
HPQ in the 16.50 calls for .04!,positive
AAP daily pop then vomit in motion...,negative
"MCP don't catch that knife, if you think it will survive define risk buy some January 2015 EAP option and forget about it till then...",negative
"PX - ong  9.01. Moved the Trailing Stop to 13.30 from 3 Stops of 9.01, 7.78 & 6.55 -  ",positive
AAP ... I don't see any more than 1 up 3min candle in a row so far this am.,negative
"AAP about to go red, amazing how many times that pattern can repeat over and over...",negative
user u didn't miss it if it is still going lower :) MCP,negative
GDOT making a new higher high. MACD bullish cross + OBV trending upwards.Time to fill this gap.   ,positive
Back to a full size position in ZNGA here,positive
FCE triggered Tues gapped Wed so today IMO do not have to think - you just take profits   ,positive
"Goodbye FAF, acting weak, I've never liked you anyway - NEXT",negative
not likin MSFT neg dvrgnce+hammer today goin into quadruple bottom. Still have some longs w/ stop  ,negative
WFC If they miss I will add,positive
BAC wait for it to setup again. ooks like it will retest 10.66 for sure.,negative
"MCP you had a lot of red flags, but when the CEO was abruptly fired without a permanent replacement this should have got your attention...",negative
AAP gonna bounce hard off 516,positive
GS is looking super strong.,positive
wait to you see what they do w/schools in 2013 user: The JMBA airport locations are generally packed. Good news user,positive
GS wants higher,positive
"AAP watch CS, it's a tell for AAP imo!",positive
BK - added to long,positive
user: long a few NFX 100 calls at .27 expire tomorrow out at .40 +48% no need to be greedy with them expiring tomorrow,positive
JNP - added to long,positive
CEE 5 min retest   ,positive
AAP - trimmed 1/2 of our short exposure 516 level,negative
AAP lower highs and lower lows intraday...where is big near term support?,negative
The cult of Apple is dying -  AAP,negative
ZION...looks to be basing under breakout...could touch bottom of triangle though  ,positive
HPQ ocket since Noon!,positive
HPQ ook at that Volume too! Very Nice! 16.50 Calls Do it!,positive
"X - took long exposure down  25.95 - 26 area - still very bullish on T look, stock has a rip - n - dip rhythm, want dry powder 2 trade",positive
"user sweet money, I need another 1.8% to scaling in Sell Short again CSN",negative
